TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_Category_Encoded,Target
350.94,Debit,Colorado Springs,ATM,20.0,Student,64.0,1.0,221.56,0,1
301.85,Debit,Columbus,Online,54.0,Engineer,25.000000000000004,1.0,6586.19,0,1
29.34,Debit,Louisville,Online,65.0,Retired,30.0,1.0,3944.82,0,0
231.71,Debit,Raleigh,Branch,27.0,Student,148.0,1.0,1127.98,0,2
179.43,Debit,Oklahoma City,ATM,58.0,Retired,244.0,1.0,2626.63,0,0
36.71,Debit,Jacksonville,Branch,48.0,Doctor,55.0,1.0,6459.38,0,3
138.12,Debit,Los Angeles,Branch,53.0,Doctor,281.0,1.0,1649.69,0,0
233.24,Debit,Louisville,ATM,33.0,Engineer,72.0,1.0,6939.23,0,0
609.14,Debit,Tucson,ATM,39.0,Engineer,177.0,1.0,9033.87,0,2
436.64,Debit,Los Angeles,Branch,31.0,Doctor,111.0,1.0,14365.18,0,0
870.43,Debit,Los Angeles,Branch,29.0,Doctor,55.0,1.0,10115.18,0,0
354.4,Debit,Chicago,ATM,74.0,Retired,128.0,1.0,7358.65,0,1
22.63,Debit,Kansas City,Online,53.0,Engineer,112.0,1.0,4438.03,0,3
182.19,Debit,Mesa,Branch,26.0,Student,53.00000000000001,1.0,1176.1,0,0
126.81,Debit,Philadelphia,Branch,26.0,Engineer,290.0,1.0,5427.98,0,0
288.17,Debit,Virginia Beach,Online,37.0,Engineer,50.00000000000001,1.0,3653.11,0,2
118.77,Debit,Atlanta,Branch,55.0,Engineer,123.0,1.0,2104.82,0,1
651.82,Debit,Indianapolis,ATM,21.0,Student,166.0,1.0,1802.77,0,3
66.65,Debit,Detroit,ATM,37.0,Engineer,33.0,1.0,3559.96,0,3
98.53,Debit,Denver,Branch,69.0,Retired,166.0,1.0,3564.8,0,3
138.95,Debit,Washington,Online,71.0,Retired,30.0,1.0,6752.92,0,2
33.89,Debit,Nashville,Branch,26.0,Student,177.0,1.0,1444.75,0,0
23.71,Debit,Atlanta,Branch,58.0,Doctor,164.0,1.0,10788.89,0,1
899.2850000000002,Debit,San Antonio,Online,55.0,Engineer,238.0,1.0,2235.7,0,2
26.06,Debit,San Diego,ATM,65.0,Doctor,283.0,1.0,12893.63,0,2
17.07,Debit,Los Angeles,Branch,27.0,Engineer,44.0,1.0,2798.15,0,0
703.89,Debit,San Antonio,Online,46.0,Engineer,61.99999999999999,1.0,3583.67,0,2
899.2850000000002,Debit,Houston,ATM,47.0,Engineer,155.0,1.0,2120.8,0,3
26.55,Debit,Houston,ATM,77.0,Retired,228.0,1.0,3085.38,0,3
147.4,Debit,San Jose,Branch,42.0,Engineer,259.0,1.0,6797.71,0,2
202.11,Debit,Memphis,ATM,27.0,Student,18.0,1.0,746.47,0,0
308.42,Debit,Nashville,Branch,75.0,Retired,39.0,1.0,5427.81,0,0
11.18,Debit,Miami,ATM,53.0,Engineer,144.0,1.0,7467.300000000001,0,0
294.15,Debit,Fresno,Online,38.0,Engineer,136.0,1.0,6362.16,0,3
29.58,Debit,Colorado Springs,Branch,54.0,Engineer,112.0,1.0,8345.26,0,1
139.45,Debit,Boston,Online,27.0,Student,30.999999999999996,1.0,1305.76,0,1
432.63,Debit,Colorado Springs,ATM,29.0,Doctor,137.0,1.0,13648.36,0,1
131.43,Debit,Charlotte,Online,43.0,Doctor,65.0,1.0,1337.5,0,1
516.72,Debit,Mesa,ATM,42.0,Engineer,128.0,1.0,2015.6900000000003,0,0
121.82000000000001,Debit,Colorado Springs,Online,69.0,Doctor,123.0,1.0,8354.54,0,1
374.5,Debit,San Francisco,Branch,26.0,Student,178.0,1.0,1671.51,0,2
166.13,Debit,Omaha,ATM,68.0,Doctor,227.0,1.0,11822.53,0,0
626.9,Debit,Chicago,ATM,23.0,Student,146.0,1.0,587.1099999999999,0,1
466.85,Debit,Austin,Branch,56.0,Retired,165.0,1.0,5422.53,0,1
788.84,Debit,Phoenix,Online,58.0,Retired,231.0,1.0,1913.73,0,2
873.65,Debit,Oklahoma City,Online,37.0,Doctor,59.00000000000001,1.0,12139.83,0,0
525.28,Debit,Colorado Springs,ATM,69.0,Retired,134.0,1.0,4693.6,0,1
110.17,Debit,Raleigh,ATM,30.0,Engineer,137.0,1.0,464.2,0,2
632.69,Debit,Denver,ATM,80.0,Retired,75.99999999999999,1.0,4363.74,0,3
124.35,Debit,Oklahoma City,ATM,72.0,Retired,90.0,1.0,3319.76,0,0
43.85,Debit,Fresno,ATM,62.0,Retired,122.0,1.0,4356.98,0,3
283.81,Debit,San Diego,Branch,28.0,Student,29.000000000000004,1.0,1519.35,0,2
168.53,Debit,San Francisco,ATM,71.0,Retired,112.0,1.0,5962.58,0,2
218.59,Debit,Denver,Branch,40.0,Engineer,123.0,1.0,6699.23,0,3
132.84,Debit,Oklahoma City,ATM,21.0,Student,143.0,1.0,822.73,0,0
157.37,Debit,Dallas,Branch,42.0,Doctor,289.0,1.0,13964.31,0,1
144.77,Debit,Albuquerque,Online,20.0,Student,159.0,1.0,867.3199999999999,0,1
643.22,Debit,Atlanta,ATM,64.0,Doctor,93.0,1.0,1035.86,0,1
899.2850000000002,Debit,El Paso,Branch,41.0,Doctor,297.0,1.0,13347.69,0,3
208.07,Debit,Oklahoma City,Online,32.0,Doctor,36.0,1.0,8478.9,0,0
94.3,Debit,Phoenix,Branch,57.0,Doctor,57.0,1.0,11088.95,0,2
295.5,Debit,Mesa,ATM,59.0,Retired,36.0,1.0,6280.66,0,0
30.229999999999997,Debit,Austin,ATM,44.0,Doctor,99.0,1.0,481.13,0,1
112.05,Debit,Phoenix,ATM,26.0,Student,159.0,1.0,1122.88,0,2
180.24,Debit,Phoenix,Branch,58.0,Engineer,144.0,1.0,8431.23,0,2
13.71,Debit,Denver,Online,38.0,Engineer,148.0,1.0,8342.79,0,3
96.54,Debit,New York,Branch,58.0,Retired,95.0,1.0,7182.22,0,0
79.35,Debit,Los Angeles,Online,67.0,Retired,70.0,1.0,1692.15,0,0
101.04,Debit,San Antonio,ATM,27.0,Student,160.0,1.0,1695.57,0,2
74.42,Debit,El Paso,Online,49.0,Engineer,68.00000000000001,1.0,6264.21,0,3
39.66,Debit,Virginia Beach,Branch,52.0,Engineer,169.0,1.0,8497.34,0,2
99.36,Debit,Seattle,ATM,40.0,Doctor,45.99999999999999,1.0,1272.12,0,2
123.85,Debit,Las Vegas,Online,56.0,Engineer,244.0,1.0,3959.62,0,3
426.93,Debit,Omaha,ATM,19.0,Student,247.99999999999997,1.0,476.18999999999994,0,0
133.73,Debit,San Jose,Online,25.0,Student,123.0,1.0,1872.2200000000003,0,2
222.39,Debit,Virginia Beach,Online,49.0,Engineer,73.0,1.0,3117.39,0,2
215.94,Debit,Virginia Beach,Online,22.0,Student,140.0,1.0,1841.69,0,2
6.3,Debit,Columbus,Branch,80.0,Retired,283.0,1.0,7697.680000000001,0,1
826.23,Debit,Colorado Springs,ATM,29.0,Doctor,209.0,1.0,7580.590000000001,0,1
211.36,Debit,Columbus,Online,35.0,Engineer,67.0,1.0,7936.91,0,1
131.46,Debit,Charlotte,Branch,67.0,Retired,258.0,1.0,6642.33,0,1
202.86,Debit,Memphis,Branch,61.0,Doctor,149.0,1.0,7642.250000000001,0,0
268.39,Debit,Miami,ATM,26.0,Student,171.0,1.0,136.74,0,0
194.85,Debit,Jacksonville,Online,23.0,Student,130.0,1.0,319.84,0,3
137.35,Debit,Sacramento,,40.0,Doctor,220.0,1.0,12662.66,0,2
712.75,Debit,Philadelphia,Branch,44.0,Doctor,25.000000000000004,1.0,8126.0599999999995,0,0
353.82,Debit,Milwaukee,ATM,42.0,Doctor,143.0,1.0,705.7499999999999,0,0
507.25000000000006,Debit,Washington,Branch,45.0,Retired,143.0,1.0,5331.57,0,2
212.74,Debit,Seattle,Branch,27.0,Engineer,128.0,1.0,7645.469999999999,0,2
364.42,Debit,Colorado Springs,ATM,51.0,Engineer,146.0,1.0,8119.73,0,1
195.12,Debit,Louisville,ATM,46.0,Doctor,144.0,1.0,6101.15,0,0
230.61,Debit,Raleigh,Branch,80.0,Retired,204.0,1.0,2561.42,0,2
739.28,Debit,Tucson,Branch,58.0,Doctor,47.0,1.0,11905.64,0,2
390.35,Debit,Omaha,ATM,64.0,Doctor,61.00000000000001,1.0,7095.88,0,0
242.03000000000003,Debit,Dallas,Online,58.0,Engineer,123.99999999999999,1.0,4382.73,0,1
242.39000000000001,Debit,San Antonio,ATM,18.0,Student,271.0,1.0,1328.73,0,2
135.03,Debit,San Francisco,ATM,23.0,Student,180.0,1.0,1278.0,0,2
83.5,Debit,Dallas,Branch,61.0,,91.0,1.0,1749.79,0,1
193.54,Debit,Oklahoma City,Branch,80.0,Retired,267.0,1.0,2929.51,0,0
617.36,Debit,Kansas City,,29.0,Engineer,61.00000000000001,1.0,8926.38,0,3
775.23,Debit,Albuquerque,Online,59.0,Doctor,37.99999999999999,1.0,5977.59,0,1
266.57,Debit,El Paso,ATM,72.0,Retired,100.00000000000001,1.0,7676.92,0,3
153.4,Debit,Mesa,ATM,45.0,Engineer,144.0,1.0,4657.7,0,0
899.2850000000002,Debit,Charlotte,Branch,53.0,Retired,251.0,1.0,5579.11,0,1
5.12,Debit,New York,Branch,34.0,Engineer,90.0,1.0,3293.01,0,0
119.11,Debit,Detroit,ATM,57.0,Engineer,131.0,1.0,7998.25,0,3
899.2850000000002,Debit,Colorado Springs,Online,24.0,Student,147.0,1.0,1093.89,0,1
119.72,Debit,Tucson,Branch,30.0,Engineer,123.0,1.0,3435.34,0,2
107.4,Debit,Virginia Beach,Online,58.0,Doctor,32.0,1.0,344.07,0,2
115.92,Debit,Raleigh,ATM,53.0,Retired,57.0,1.0,3897.17,0,2
438.04,Debit,Philadelphia,ATM,67.0,Retired,247.0,1.0,5358.95,0,0
677.29,Debit,Houston,Online,27.0,Engineer,287.0,1.0,627.79,0,3
296.0,Debit,Las Vegas,Branch,35.0,Doctor,247.99999999999997,1.0,7418.82,0,3
299.09,Debit,Boston,Branch,36.0,Engineer,84.00000000000001,1.0,5615.26,0,1
461.52,Debit,Denver,Branch,24.0,Student,44.0,1.0,1995.1799999999998,0,3
100.52,Debit,Las Vegas,ATM,50.0,Engineer,110.0,1.0,453.39,0,3
85.35,Debit,Washington,ATM,66.0,Retired,166.0,1.0,2173.76,0,2
79.76,Debit,Raleigh,Branch,39.0,Engineer,170.0,1.0,6452.14,0,2
778.49,Debit,Omaha,Online,75.0,Retired,107.0,1.0,7713.67,0,0
386.38,Debit,Phoenix,Online,42.0,Engineer,135.0,1.0,5528.36,0,2
165.25,Debit,Sacramento,Online,35.0,Doctor,106.0,1.0,9939.94,0,2
14.29,Debit,Los Angeles,ATM,34.0,Engineer,150.0,1.0,7016.99,0,0
232.79,Debit,Indianapolis,Branch,55.0,Retired,145.0,1.0,2661.3,0,3
899.2850000000002,Debit,Austin,Branch,60.0,Engineer,159.0,1.0,9410.17,0,1
92.29,Debit,Albuquerque,Branch,54.0,Engineer,115.0,1.0,2026.3199999999997,0,1
293.97,Debit,Phoenix,Branch,68.0,Retired,153.0,1.0,7371.85,0,2
136.32,Debit,Miami,Online,19.0,Student,113.0,1.0,264.83,0,0
251.06,Debit,Colorado Springs,Online,36.0,Doctor,34.0,1.0,10001.66,0,1
50.17,Debit,Sacramento,ATM,77.0,Retired,35.0,1.0,7752.140000000001,0,2
21.4,Debit,Fresno,Branch,34.0,Engineer,258.0,1.0,9594.11,0,3
73.28,Debit,Boston,Branch,21.0,Student,21.000000000000004,1.0,1329.41,0,1
70.23,Debit,Memphis,ATM,38.0,Doctor,260.0,1.0,11624.93,0,0
689.29,Debit,El Paso,ATM,22.0,Student,100.00000000000001,1.0,168.84,0,3
745.03,Debit,Fort Worth,Online,28.0,Student,231.0,1.0,160.57,0,3
54.61,Debit,Milwaukee,ATM,58.0,Engineer,160.0,1.0,7135.64,0,0
54.05,Debit,Louisville,Branch,27.0,Student,146.0,1.0,469.13999999999993,0,0
107.47,Debit,Austin,Online,67.0,Retired,144.0,1.0,7517.499999999999,0,1
611.11,Debit,Detroit,ATM,20.0,Student,282.0,1.0,919.84,0,3
219.63,Debit,Charlotte,ATM,48.0,Doctor,44.0,1.0,8013.63,0,1
188.7,Debit,New York,Branch,45.0,Retired,123.0,1.0,5077.06,0,0
93.52,Debit,Philadelphia,Online,51.0,Engineer,97.0,1.0,2791.2,0,0
275.92,Debit,Nashville,Branch,62.0,Retired,107.0,1.0,1777.38,0,0
376.79,Debit,Milwaukee,Branch,68.0,Retired,265.0,1.0,7749.14,0,0
8.98,Debit,Detroit,Online,66.0,,56.0,1.0,4516.76,0,3
697.32,Debit,Atlanta,Online,68.0,Retired,91.0,1.0,2016.0200000000002,0,1
17.45,Debit,Omaha,ATM,18.0,Student,88.0,1.0,1959.52,0,0
302.16,Debit,Kansas City,Online,80.0,Retired,138.0,1.0,3876.61,0,3
442.74,Debit,San Diego,Branch,23.0,Student,136.0,1.0,1790.27,0,2
623.9,Debit,San Jose,ATM,27.0,Student,249.0,1.0,711.4699999999999,0,2
445.41,Debit,Fresno,ATM,35.0,Doctor,235.0,1.0,12154.66,0,3
63.41,Debit,Fort Worth,ATM,26.0,Student,36.0,1.0,1546.22,0,3
346.85,Debit,Kansas City,ATM,44.0,Doctor,88.0,1.0,7208.15,0,3
71.95,Debit,,Online,59.0,Engineer,53.00000000000001,1.0,9267.32,0,2
7.5,Debit,Dallas,Online,63.0,Retired,36.0,1.0,6485.78,0,1
206.46,Debit,Virginia Beach,ATM,65.0,Retired,279.0,1.0,3984.38,0,2
423.11,Debit,Columbus,ATM,60.0,Engineer,47.0,1.0,412.78,0,1
35.84,Debit,Colorado Springs,Online,54.0,Retired,172.0,1.0,4795.65,0,1
88.6,Debit,Raleigh,Branch,28.0,Student,105.0,1.0,246.57,0,2
899.2850000000002,Debit,Oklahoma City,ATM,18.0,Student,168.00000000000003,1.0,1058.13,0,0
53.81,Debit,Raleigh,ATM,55.0,Engineer,37.0,1.0,4734.110000000001,0,2
22.46,Debit,New York,Online,54.0,Retired,78.0,1.0,6631.5,0,0
334.89,Debit,Fort Worth,Online,21.0,Student,260.0,1.0,1661.68,0,3
319.27,Debit,Omaha,Online,54.0,Retired,59.00000000000001,1.0,5504.01,0,0
144.3,Debit,Oklahoma City,ATM,18.0,Student,88.0,1.0,312.19,0,0
348.7,Debit,Fresno,Branch,69.0,Retired,149.0,1.0,2445.58,0,3
366.21,Debit,Oklahoma City,ATM,62.0,Doctor,181.0,1.0,10862.99,0,0
99.11,Debit,Philadelphia,Online,55.0,Retired,12.0,1.0,5414.87,0,0
539.35,Debit,Milwaukee,ATM,55.0,Retired,127.0,1.0,3919.4399999999996,0,0
188.99,Debit,Oklahoma City,Branch,58.0,Engineer,91.99999999999999,1.0,7315.34,0,0
899.2850000000002,Debit,Nashville,ATM,46.0,Engineer,58.00000000000001,1.0,3740.7300000000005,0,0
710.14,Debit,El Paso,ATM,26.0,Student,227.0,1.0,465.62999999999994,0,3
308.68,Debit,Milwaukee,Online,53.0,Doctor,170.0,1.0,9992.36,0,0
166.68,Debit,Mesa,ATM,57.0,Retired,139.0,1.0,5141.19,0,0
0.99,Debit,Los Angeles,ATM,45.0,Engineer,133.0,1.0,4317.85,0,0
505.18999999999994,Debit,Kansas City,ATM,30.0,Doctor,128.0,1.0,5326.68,0,3
66.58,Debit,Raleigh,Branch,23.0,Student,79.0,1.0,1636.32,0,2
223.43,Debit,Dallas,Branch,77.0,Retired,178.0,1.0,7932.410000000001,0,1
659.95,Debit,Detroit,Online,60.0,Engineer,114.0,1.0,3927.6900000000005,0,3
634.86,Debit,Chicago,ATM,27.0,Student,45.0,1.0,588.4999999999999,0,1
286.5,Debit,Boston,Branch,30.0,Engineer,60.00000000000001,1.0,8517.95,0,1
322.96,Debit,Philadelphia,Branch,76.0,Retired,168.00000000000003,1.0,2401.59,0,0
654.48,Debit,Columbus,Branch,19.0,Student,114.0,1.0,6776.41,0,1
157.97,Debit,Philadelphia,Branch,48.0,Doctor,140.0,1.0,5529.92,0,0
120.90000000000002,Debit,Tucson,Branch,40.0,Doctor,52.00000000000001,1.0,9009.42,0,2
254.77,Debit,Denver,Branch,57.0,Engineer,57.0,1.0,5994.87,0,3
795.96,Debit,Raleigh,Online,65.0,Retired,119.0,1.0,5468.58,0,2
149.25,Debit,Omaha,ATM,39.0,Engineer,142.0,1.0,5677.52,0,0
3.42,Debit,San Antonio,,43.0,Doctor,158.0,1.0,14180.21,0,2
68.19,Debit,Fresno,Online,40.0,Doctor,189.0,1.0,9895.1,0,3
493.4200000000001,Debit,Baltimore,Branch,39.0,Engineer,111.0,1.0,2232.84,0,1
37.57,Debit,El Paso,ATM,57.0,Retired,42.00000000000001,1.0,7739.54,0,3
127.00000000000001,Debit,Nashville,Branch,19.0,Student,68.00000000000001,1.0,431.16,0,0
96.89,Debit,,ATM,59.0,,53.00000000000001,1.0,6044.93,0,2
448.33,Debit,Atlanta,ATM,25.0,Student,161.0,1.0,922.19,0,1
899.2850000000002,Debit,San Diego,ATM,51.0,Engineer,55.0,1.0,447.53,0,2
8.65,Debit,Las Vegas,Online,48.0,Doctor,273.0,1.0,10778.35,0,3
65.57,Debit,Miami,Online,41.0,Engineer,82.0,1.0,4734.110000000001,0,0
539.81,Debit,San Francisco,Online,46.0,Engineer,177.0,1.0,2051.25,0,2
363.53,Debit,Kansas City,ATM,63.0,Retired,142.0,1.0,1038.91,0,3
64.9,Debit,Detroit,Branch,51.0,Retired,72.0,1.0,6854.61,0,3
358.18,Debit,Boston,ATM,18.0,Student,157.0,1.0,619.86,0,1
167.2,Debit,San Antonio,Branch,30.0,Doctor,84.00000000000001,1.0,11320.83,0,2
121.90999999999998,Debit,Chicago,Branch,60.0,Doctor,133.0,1.0,14510.8,0,1
137.57,Debit,Louisville,Online,54.0,Engineer,70.0,1.0,5103.67,0,0
534.62,Debit,Oklahoma City,Online,55.0,Doctor,45.0,1.0,13793.53,0,0
463.92,Debit,Mesa,Online,50.0,Engineer,199.0,1.0,2403.39,0,0
320.14,Debit,Milwaukee,Online,60.0,Retired,96.0,1.0,3075.97,0,0
214.93,Debit,Albuquerque,Online,28.0,Student,52.00000000000001,1.0,7835.4,0,1
660.02,Debit,Nashville,Branch,20.0,Student,84.00000000000001,1.0,414.43,0,0
345.81,Debit,Raleigh,Branch,40.0,Engineer,135.0,1.0,6116.8,0,2
143.54,Debit,Philadelphia,ATM,71.0,Retired,80.0,1.0,6067.62,0,0
42.55,Debit,Seattle,Branch,53.0,Engineer,29.000000000000004,1.0,7341.43,0,2
899.2850000000002,Debit,Omaha,Online,21.0,Student,128.0,1.0,1240.71,0,0
541.79,Debit,Mesa,ATM,22.0,Student,125.0,1.0,1454.08,0,0
40.57,Debit,Columbus,Branch,26.0,Student,63.0,1.0,1476.91,0,1
120.24000000000001,Debit,Milwaukee,Branch,18.0,Student,131.0,1.0,1943.1300000000003,0,0
498.66999999999996,Debit,Miami,Online,28.0,Student,244.0,1.0,1719.97,0,0
227.22,Debit,El Paso,ATM,53.0,Doctor,220.0,1.0,832.82,0,3
899.2850000000002,Debit,Tucson,Online,30.0,Engineer,34.0,1.0,7696.16,0,2
56.94,Debit,Charlotte,Online,76.0,,74.0,1.0,7004.63,0,1
629.82,Debit,Colorado Springs,,68.0,Retired,159.0,1.0,6385.69,0,1
59.44,Debit,Chicago,Online,35.0,Engineer,176.0,1.0,5472.03,0,1
186.69,Debit,New York,Branch,30.0,Engineer,53.99999999999999,1.0,8602.22,0,0
230.46,Debit,Mesa,Online,19.0,Student,179.0,1.0,162.53,0,0
65.09,Debit,Seattle,Online,44.0,Engineer,159.0,1.0,9370.9,0,2
457.09,Debit,Nashville,Online,55.0,Engineer,63.0,1.0,8570.82,0,0
552.02,Debit,Chicago,ATM,44.0,Engineer,100.00000000000001,1.0,522.08,0,1
377.12,Debit,Houston,ATM,34.0,Engineer,61.00000000000001,1.0,836.6699999999998,0,3
204.56,Debit,San Diego,Branch,18.0,Student,179.0,1.0,364.72,0,2
420.28,Debit,Washington,Branch,35.0,Doctor,144.0,1.0,8557.32,0,2
97.09,Debit,Fort Worth,ATM,24.0,Student,202.0,1.0,1579.57,0,3
124.59,Debit,Charlotte,Branch,27.0,Student,171.0,1.0,129.29,0,1
73.88,Debit,Charlotte,Online,39.0,Doctor,34.0,1.0,6474.41,0,1
77.43,Debit,Raleigh,Online,21.0,Student,169.0,1.0,4734.110000000001,0,2
106.16,Debit,Phoenix,ATM,56.0,Doctor,277.0,1.0,7487.790000000001,0,2
245.93,Debit,Fresno,Branch,54.0,Engineer,172.0,1.0,7986.629999999999,0,3
622.41,Debit,Indianapolis,ATM,64.0,Doctor,125.0,1.0,7322.01,0,3
43.73,Debit,Omaha,ATM,34.0,Doctor,145.0,1.0,9929.43,0,0
899.2850000000002,Debit,Austin,Branch,19.0,Student,68.00000000000001,1.0,1830.98,0,1
2.03,Debit,Detroit,ATM,33.0,Engineer,28.0,1.0,3012.31,0,3
770.65,Debit,Jacksonville,Online,31.0,Doctor,137.0,1.0,7198.8,0,3
260.31,Debit,Austin,Branch,63.0,Doctor,113.0,1.0,10980.38,0,1
356.1,Debit,Fort Worth,Branch,26.0,Student,187.0,1.0,868.35,0,3
27.07,Debit,Virginia Beach,Branch,80.0,Retired,39.0,1.0,3773.2899999999995,0,2
119.89,Debit,Tucson,ATM,67.0,Doctor,60.00000000000001,1.0,6697.77,0,2
106.39,Debit,Virginia Beach,Online,37.0,Doctor,281.0,1.0,9410.99,0,2
12.04,Debit,Fort Worth,Online,37.0,Engineer,58.00000000000001,1.0,6213.32,0,3
365.7,Debit,Houston,Branch,21.0,Student,115.0,1.0,368.78,0,3
29.38,Debit,Baltimore,Branch,28.0,Student,63.0,1.0,1663.31,0,1
319.85,Debit,Denver,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,0,3
350.14,Debit,Los Angeles,Online,75.0,Retired,37.99999999999999,1.0,2403.25,0,0
163.94,Debit,Virginia Beach,Branch,52.0,Retired,73.0,1.0,5957.37,0,2
170.53,Debit,Oklahoma City,Branch,24.0,Student,58.00000000000001,1.0,801.01,0,0
262.22,Debit,Baltimore,ATM,40.0,Engineer,136.0,1.0,5711.71,0,1
41.49,Debit,Albuquerque,Online,24.0,Student,13.0,1.0,928.33,0,1
121.43,Debit,Sacramento,Branch,52.0,Engineer,243.0,1.0,7365.28,0,2
350.46,Debit,Nashville,Branch,51.0,Retired,165.0,1.0,5839.38,0,0
220.41,Debit,El Paso,Online,26.0,Engineer,155.0,1.0,5116.98,0,3
33.46,Debit,Seattle,ATM,72.0,Retired,111.0,1.0,3641.07,0,2
104.79,Debit,Denver,ATM,70.0,Doctor,223.0,1.0,1352.19,0,3
246.27000000000004,Debit,Fresno,Online,29.0,Doctor,141.0,1.0,7299.86,0,3
48.85,Debit,Dallas,ATM,19.0,Student,176.0,1.0,1503.56,0,1
332.0,Debit,Charlotte,ATM,69.0,Retired,17.0,1.0,5943.13,0,1
118.1,Debit,Memphis,Online,54.0,Engineer,167.0,1.0,895.6599999999999,0,0
84.59,Debit,Las Vegas,Branch,67.0,Doctor,10.0,1.0,5669.1,0,3
295.64,Debit,Jacksonville,Online,21.0,Student,82.0,1.0,1061.96,0,3
514.33,Debit,Philadelphia,Branch,25.0,Student,160.0,1.0,1592.94,0,0
899.2850000000002,Debit,San Antonio,ATM,43.0,Doctor,112.0,1.0,6215.96,0,2
94.59,Debit,Washington,Online,39.0,Doctor,34.0,1.0,6171.89,0,2
80.43,Debit,Columbus,Branch,59.0,Retired,157.0,1.0,5987.67,0,1
54.25,Debit,Virginia Beach,Online,68.0,Doctor,37.0,1.0,14783.33,0,2
178.88,Debit,Dallas,Branch,76.0,Retired,93.0,1.0,4708.29,0,1
518.85,Debit,Kansas City,Online,22.0,Student,82.0,1.0,1806.0,0,3
10.65,Debit,Louisville,Online,54.0,Doctor,161.0,1.0,13240.72,0,0
198.62,Debit,Tucson,Branch,27.0,Student,84.00000000000001,1.0,1196.07,0,2
107.03,Debit,Miami,Branch,27.0,Student,73.0,1.0,1408.07,0,0
139.57,Debit,Fort Worth,ATM,19.0,Student,263.0,1.0,271.78,0,3
312.47,Debit,Milwaukee,ATM,49.0,,148.0,1.0,9419.27,0,0
346.11,Debit,Dallas,Branch,41.0,Engineer,213.0,1.0,9551.64,0,1
138.06,Debit,Charlotte,Branch,44.0,Engineer,159.0,1.0,1070.47,0,1
158.02,Debit,New York,ATM,49.0,Engineer,120.0,1.0,9374.24,0,0
830.01,Debit,Chicago,Online,66.0,Retired,96.0,1.0,4253.18,0,1
435.5,Debit,Oklahoma City,ATM,55.0,,112.0,1.0,6981.03,0,0
110.49,Debit,Raleigh,Online,57.0,Doctor,48.0,1.0,10483.93,0,2
329.4,Debit,Denver,Online,34.0,Doctor,68.00000000000001,1.0,9588.07,0,3
635.4,Debit,Denver,ATM,47.0,Doctor,106.0,1.0,1238.11,0,3
769.97,Debit,San Diego,Branch,22.0,Student,22.999999999999996,1.0,1244.93,0,2
175.07,Debit,Colorado Springs,Branch,26.0,Student,169.0,1.0,1040.25,0,1
7.31,Debit,Las Vegas,Branch,78.0,Retired,282.0,1.0,5757.67,0,3
175.15,Debit,Detroit,ATM,27.0,Student,32.0,1.0,4734.110000000001,0,3
32.54,Debit,Oklahoma City,Online,25.0,Student,183.0,1.0,1544.88,0,0
121.82000000000001,Debit,Dallas,Online,60.0,Doctor,119.0,1.0,4734.110000000001,0,1
56.12,Debit,El Paso,ATM,30.0,Doctor,102.0,1.0,8839.67,0,3
424.7,Debit,Miami,Online,56.0,Retired,178.0,1.0,6239.89,0,0
35.16,Debit,Chicago,Branch,32.0,Engineer,130.0,1.0,4734.110000000001,0,1
35.73,Debit,Miami,Branch,65.0,Doctor,87.0,1.0,9073.17,0,0
3.44,Debit,Fort Worth,ATM,78.0,Retired,107.99999999999999,1.0,7561.33,0,3
899.2850000000002,Debit,Fort Worth,Branch,21.0,Student,235.0,1.0,694.03,0,3
139.03,Debit,Los Angeles,Online,50.0,Engineer,81.0,1.0,2276.57,0,0
254.92,Debit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,0,2
115.11,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,0,1
171.11,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,0,2
168.54,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,1.0,13406.0,0,0
420.76,Debit,Miami,Branch,51.0,Retired,112.0,1.0,6581.55,0,0
408.46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,0,2
899.2850000000002,Debit,Detroit,Online,30.0,Doctor,45.0,1.0,10357.26,0,3
342.17,Debit,New York,Branch,21.0,Student,247.0,1.0,461.83,0,0
580.71,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,0,0
821.54,Debit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.3199999999997,0,1
253.47,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51,0,1
22.81,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,0,0
266.57,Debit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,0,1
374.61,Debit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,0,0
339.35,Debit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,0,1
810.36,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,0,1
9.83,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.42,0,0
135.57,Debit,Boston,Branch,51.0,Doctor,116.00000000000001,1.0,11351.64,0,1
